name,PlantType,maxcap,mincap,opcost,minup,ramp,st_cost,var_om,fix_om,regcost
57229_G_S015C,Solar PV,0.5,0.5,0.007659753813484516,0.0,0.5,0.0,0.0,27750.0,9999.0
57229_G_S015D,Solar PV,0.5,0.5,0.045974394785446696,0.0,0.5,0.0,0.0,27750.0,9999.0
57229_G_S015E,Solar PV,0.5,0.5,0.0330153163173046,0.0,0.5,0.0,0.0,27750.0,9999.0
57229_G_S015F,Solar PV,0.5,0.5,0.007018125328804409,0.0,0.5,0.0,0.0,27750.0,9999.0
57229_G_S015G,Solar PV,0.5,0.5,0.034567990804236,0.0,0.5,0.0,0.0,27750.0,9999.0
57230_G_S016A,Solar PV,0.5,0.5,0.04250149262481215,0.0,0.5,0.0,0.0,27750.0,9999.0
57230_G_S016B,Solar PV,0.5,0.5,0.039470247984660506,0.0,0.5,0.0,0.0,27750.0,9999.0
57230_G_S016C,Solar PV,0.5,0.5,0.027186440750752612,0.0,0.5,0.0,0.0,27750.0,9999.0
57231_G_S017A,Solar PV,0.5,0.5,0.003048172148813944,0.0,0.5,0.0,0.0,27750.0,9999.0
57231_G_S017B,Solar PV,0.5,0.5,1.5177036216329488e-05,0.0,0.5,0.0,0.0,27750.0,9999.0
57231_G_S017C,Solar PV,0.5,0.5,0.013499107153963609,0.0,0.5,0.0,0.0,27750.0,9999.0
57231_G_S017D,Solar PV,0.5,0.5,0.0038660186181552927,0.0,0.5,0.0,0.0,27750.0,9999.0
57231_G_S017E,Solar PV,0.5,0.5,0.032307749106750897,0.0,0.5,0.0,0.0,27750.0,9999.0
57231_G_S017F,Solar PV,0.5,0.5,0.021124778247284176,0.0,0.5,0.0,0.0,27750.0,9999.0
57231_G_S017G,Solar PV,0.5,0.5,0.03760837319577603,0.0,0.5,0.0,0.0,27750.0,9999.0
57232_G_S018A,Solar PV,0.5,0.5,0.0274583337331812,0.0,0.5,0.0,0.0,27750.0,9999.0
57232_G_S018B,Solar PV,0.5,0.5,0.006506841516795048,0.0,0.5,0.0,0.0,27750.0,9999.0
57232_G_S018C,Solar PV,0.5,0.5,0.03217415181252658,0.0,0.5,0.0,0.0,27750.0,9999.0
57236_G_S023A,Solar PV,0.5,0.5,0.0334570884593555,0.0,0.5,0.0,0.0,27750.0,9999.0
57236_G_S023B,Solar PV,0.5,0.5,0.035056718724993094,0.0,0.5,0.0,0.0,27750.0,9999.0
57236_G_S023C,Solar PV,0.5,0.5,0.032108719521133366,0.0,0.5,0.0,0.0,27750.0,9999.0
57236_G_S023D,Solar PV,0.5,0.5,0.006209255341728593,0.0,0.5,0.0,0.0,27750.0,9999.0
57236_G_S023E,Solar PV,0.5,0.5,0.008013551813087645,0.0,0.5,0.0,0.0,27750.0,9999.0
57237_G_S022A,Solar PV,0.5,0.5,0.03400282414993066,0.0,0.5,0.0,0.0,27750.0,9999.0
57237_G_S022B,Solar PV,0.5,0.5,0.04558357793154225,0.0,0.5,0.0,0.0,27750.0,9999.0
57237_G_S022C,Solar PV,0.5,0.5,0.03379388941563822,0.0,0.5,0.0,0.0,27750.0,9999.0
57237_G_S022D,Solar PV,0.5,0.5,0.03940234049671675,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026A,Solar PV,0.5,0.5,0.013354834826690365,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026B,Solar PV,0.5,0.5,0.014956345807870265,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026C,Solar PV,0.5,0.5,0.0049654203210059925,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026D,Solar PV,0.5,0.5,0.001092903123255068,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026E,Solar PV,0.5,0.5,0.03201332513197699,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026F,Solar PV,0.5,0.5,0.03879515984782278,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026G,Solar PV,0.5,0.5,0.04198462072718081,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026H,Solar PV,0.5,0.5,0.014632418117671454,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026I,Solar PV,0.5,0.5,0.04424833437705651,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_S026J,Solar PV,0.5,0.5,0.032218856194787766,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_SO26K,Solar PV,0.5,0.5,0.026408121279465614,0.0,0.5,0.0,0.0,27750.0,9999.0
57245_G_SO26L,Solar PV,0.5,0.5,0.042286765572110196,0.0,0.5,0.0,0.0,27750.0,9999.0
57246_G_S027A,Solar PV,0.5,0.5,0.003884109725624252,0.0,0.5,0.0,0.0,27750.0,9999.0
57246_G_S027B,Solar PV,0.5,0.5,0.025247312755980262,0.0,0.5,0.0,0.0,27750.0,9999.0
57246_G_S027C,Solar PV,0.5,0.5,0.047819283185539414,0.0,0.5,0.0,0.0,27750.0,9999.0
57246_G_S027D,Solar PV,0.5,0.5,0.006046502001725829,0.0,0.5,0.0,0.0,27750.0,9999.0
57247_G_S028A,Solar PV,0.5,0.5,0.02009500492382282,0.0,0.5,0.0,0.0,27750.0,9999.0
57247_G_S028B,Solar PV,0.5,0.5,0.031458166235618916,0.0,0.5,0.0,0.0,27750.0,9999.0
57247_G_S028C,Solar PV,0.5,0.5,0.04446798486285135,0.0,0.5,0.0,0.0,27750.0,9999.0
57247_G_S028D,Solar PV,0.5,0.5,0.008562368932073705,0.0,0.5,0.0,0.0,27750.0,9999.0
57247_G_S028E,Solar PV,0.5,0.5,0.015411508957556865,0.0,0.5,0.0,0.0,27750.0,9999.0
57247_G_S028F,Solar PV,0.5,0.5,0.00921064258445552,0.0,0.5,0.0,0.0,27750.0,9999.0
57247_G_S028G,Solar PV,0.5,0.5,0.027837690235215075,0.0,0.5,0.0,0.0,27750.0,9999.0
57254_G_1PV,Solar PV,1.0,1.0,0.019862480034176223,0.0,1.0,0.0,0.0,27750.0,9999.0
57282_G_AW01,Onshore Wind,150.0,150.0,0.020693819596295317,0.0,150.0,0.0,0.0,39550.0,9999.0
57291_G_AW02,Onshore Wind,150.0,150.0,0.003185453538731703,0.0,150.0,0.0,0.0,39550.0,9999.0
57292_G_AW03,Onshore Wind,150.0,150.0,0.006184870042448326,0.0,150.0,0.0,0.0,39550.0,9999.0
57293_G_AW04,Onshore Wind,102.0,102.0,0.005560688008366438,0.0,102.0,0.0,0.0,39550.0,9999.0
57294_G_AW05,Onshore Wind,168.0,168.0,0.03770283311776934,0.0,168.0,0.0,0.0,39550.0,9999.0
57295_G_1,Solar PV,66.0,66.0,0.043552579938995195,0.0,66.0,0.0,0.0,27750.0,9999.0
57302_G_1,Onshore Wind,6.5,6.5,0.022409375659710497,0.0,6.5,0.0,0.0,39550.0,9999.0
57305_G_1,Solar PV,10.0,10.0,0.01103735403071844,0.0,10.0,0.0,0.0,27750.0,9999.0
57306_G_1,Solar PV,8.5,8.5,0.043853274590622056,0.0,8.5,0.0,0.0,27750.0,9999.0
57308_G_1,Solar PV,2.2,2.2,0.021639591744882464,0.0,2.2,0.0,0.0,27750.0,9999.0
57309_G_1,Solar PV,1.1,1.1,0.038305677379083636,0.0,1.1,0.0,0.0,27750.0,9999.0
57310_G_1,Solar PV,1.3,1.3,0.02744335402499535,0.0,1.3,0.0,0.0,27750.0,9999.0
57311_G_1,Solar PV,1.0,1.0,0.02094086965063549,0.0,1.0,0.0,0.0,27750.0,9999.0
57313_G_1,Solar PV,1.2,1.2,0.03163162889977365,0.0,1.2,0.0,0.0,27750.0,9999.0
57314_G_1,Solar PV,2.2,2.2,0.011984643332220503,0.0,2.2,0.0,0.0,27750.0,9999.0
57331_B_MSP1,Solar Thermal,138.0,138.0,,0.0,138.0,0.0,,,9999.0
57331_B_MSP2,Solar Thermal,138.0,138.0,,0.0,138.0,0.0,,,9999.0
57359_G_1,Solar PV,6.0,6.0,0.00953353039706097,0.0,6.0,0.0,0.0,27750.0,9999.0
57360_G_1,Solar PV,20.0,20.0,0.010292149962958337,0.0,20.0,0.0,0.0,27750.0,9999.0
57361_G_1,Solar PV,19.0,19.0,0.011346603646369592,0.0,19.0,0.0,0.0,27750.0,9999.0
57378_G_AVSR,Solar PV,241.5,241.5,0.011000139694128226,0.0,241.5,0.0,0.0,27750.0,9999.0
57394_B_SOLAR,Solar Thermal,250.0,250.0,,0.0,250.0,0.0,,,9999.0
57422_G_1,Solar PV,1.0,1.0,0.041088611249389,0.0,1.0,0.0,0.0,27750.0,9999.0
57439_G_HPR2,Solar PV,32.3,32.3,0.02320035492117513,0.0,32.3,0.0,0.0,27750.0,9999.0
57439_G_HPR2A,Solar PV,21.0,21.0,0.02899436867440762,0.0,21.0,0.0,0.0,27750.0,9999.0
57439_G_HPR2B,Solar PV,86.5,86.5,0.04381529116290546,0.0,86.5,0.0,0.0,27750.0,9999.0
57439_G_HPR2C,Solar PV,70.0,70.0,0.007467600324869927,0.0,70.0,0.0,0.0,27750.0,9999.0
57439_G_HPR2D,Solar PV,40.0,40.0,0.015374260075543406,0.0,40.0,0.0,0.0,27750.0,9999.0
57441_G_S42A,Solar PV,0.5,0.5,0.04829287217797376,0.0,0.5,0.0,0.0,27750.0,9999.0
57441_G_S42B,Solar PV,0.5,0.5,0.0007091716469221854,0.0,0.5,0.0,0.0,27750.0,9999.0
57441_G_S42C,Solar PV,0.5,0.5,0.012978327438517123,0.0,0.5,0.0,0.0,27750.0,9999.0
57441_G_S42D,Solar PV,0.5,0.5,0.01176074274890927,0.0,0.5,0.0,0.0,27750.0,9999.0
57441_G_S42E,Solar PV,0.5,0.5,0.02855444485906053,0.0,0.5,0.0,0.0,27750.0,9999.0
57441_G_S42F,Solar PV,0.5,0.5,0.013641813519783209,0.0,0.5,0.0,0.0,27750.0,9999.0
57441_G_S42G,Solar PV,0.5,0.5,0.021746258527856166,0.0,0.5,0.0,0.0,27750.0,9999.0
57441_G_S42H,Solar PV,0.5,0.5,0.02351389098839359,0.0,0.5,0.0,0.0,27750.0,9999.0
57441_G_S42I,Solar PV,0.5,0.5,0.019596891011714104,0.0,0.5,0.0,0.0,27750.0,9999.0
57441_G_S42J,Solar PV,0.5,0.5,0.024283142687468118,0.0,0.5,0.0,0.0,27750.0,9999.0
57455_G_SB1,Solar PV,26.0,26.0,0.014376374246120711,0.0,26.0,0.0,0.0,27750.0,9999.0
57459_G_1,Onshore Wind,49.0,49.0,0.008992668181485659,0.0,49.0,0.0,0.0,39550.0,9999.0
57484_G_GEN1,Onshore Wind,189.0,189.0,0.01123921083860795,0.0,189.0,0.0,0.0,39550.0,9999.0
57490_G_56819,Solar PV,128.9,128.9,0.01760874346304378,0.0,128.9,0.0,0.0,27750.0,9999.0
57491_G_56819,Solar PV,148.7,148.7,0.005294749083450895,0.0,148.7,0.0,0.0,27750.0,9999.0
57497_G_1,Solar PV,20.0,20.0,0.012086656721656375,0.0,20.0,0.0,0.0,27750.0,9999.0
57498_G_1,Solar PV,15.0,15.0,0.041641229757537535,0.0,15.0,0.0,0.0,27750.0,9999.0
