name,PlantType,maxcap,mincap,opcost,minup,ramp,st_cost,var_om,fix_om,regcost,
10709_G_GEN1,Hydro,1.1,0,0.040841392,0,1.1,0,0,14130,9999,
10880_G_GEN1,Hydro,1.8,0,0.020876825,0,1.8,0,0,14130,9999,
10881_G_GEN1,Hydro,2,0,0.022923717,0,2,0,0,14130,9999,
10882_G_GEN1,Hydro,6.8,0,0.026344646,0,6.8,0,0,14130,9999,
161_G_1,Hydro,1.1,0,0.022866889,0,1.1,0,0,14130,9999,
161_G_2,Hydro,1.1,0,0.007231677,0,1.1,0,0,14130,9999,
161_G_3,Hydro,1.1,0,0.018857966,0,1.1,0,0,14130,9999,
162_G_1,Hydro,0.5,0,0.003478261,0,0.5,0,0,14130,9999,
162_G_2,Hydro,0.5,0,0.031447339,0,0.5,0,0,14130,9999,
180_G_1,Hydro,0.9,0,0.043956388,0,0.9,0,0,14130,9999,
214_G_1,Hydro,1,0,0.015166728,0,1,0,0,14130,9999,
215_G_1,Hydro,0.7,0,0.023702105,0,0.7,0,0,14130,9999,
217_G_1,Hydro,34,0,0.043308257,0,34,0,0,14130,9999,
218_G_2,Hydro,52.5,0,0.005153021,0,52.5,0,0,14130,9999,
218_G_3,Hydro,52.5,0,0.020440592,0,52.5,0,0,14130,9999,
219_G_1,Hydro,125,0,0.017099554,0,125,0,0,14130,9999,
220_G_H1,Hydro,32.5,0,0.038692069,0,32.5,0,0,14130,9999,
220_G_H2,Hydro,32.5,0,0.026086951,0,32.5,0,0,14130,9999,
221_G_1,Hydro,41,0,0.036000975,0,41,0,0,14130,9999,
222_G_1,Hydro,25,0,0.032350138,0,25,0,0,14130,9999,
222_G_2,Hydro,25,0,0.049221067,0,25,0,0,14130,9999,
222_G_3,Hydro,25,0,0.034988641,0,25,0,0,14130,9999,
223_G_4,Hydro,60,0,0.022365281,0,60,0,0,14130,9999,
223_G_5,Hydro,60,0,0.005059285,0,60,0,0,14130,9999,
225_G_1,Hydro,7,0,0.031395068,0,7,0,0,14130,9999,
227_G_1,Hydro,13,0,0.048214358,0,13,0,0,14130,9999,
231_G_1,Hydro,35,0,0.004785155,0,35,0,0,14130,9999,
231_G_2,Hydro,35,0,0.021228767,0,35,0,0,14130,9999,
232_G_1,Hydro,18.5,0,0.025071352,0,18.5,0,0,14130,9999,
233_G_1,Hydro,5.7,0,0.041628707,0,5.7,0,0,14130,9999,
235_G_1,Hydro,13.2,0,0.013942963,0,13.2,0,0,14130,9999,
235_G_2,Hydro,13.2,0,0.019897457,0,13.2,0,0,14130,9999,
235_G_3,Hydro,13.2,0,0.019994072,0,13.2,0,0,14130,9999,
235_G_4,Hydro,14.4,0,0.04855457,0,14.4,0,0,14130,9999,
236_G_5,Hydro,49.5,0,0.041507754,0,49.5,0,0,14130,9999,
237_G_1,Hydro,22,0,0.021689753,0,22,0,0,14130,9999,
238_G_1,Hydro,10.3,0,0.001215201,0,10.3,0,0,14130,9999,
238_G_2,Hydro,10.3,0,0.049782123,0,10.3,0,0,14130,9999,
239_G_1,Hydro,30.7,0,0.006469211,0,30.7,0,0,14130,9999,
239_G_2,Hydro,30.7,0,0.002793569,0,30.7,0,0,14130,9999,
239_G_3,Hydro,36.6,0,0.015335567,0,36.6,0,0,14130,9999,
240_G_H1,Hydro,72,0,0.042901266,0,72,0,0,14130,9999,
240_G_H2,Hydro,72,0,0.028893802,0,72,0,0,14130,9999,
241_G_1,Hydro,11,0,0.034714464,0,11,0,0,14130,9999,
242_G_1,Hydro,2.4,0,0.025576706,0,2.4,0,0,14130,9999,
242_G_2,Hydro,2.4,0,0.026548557,0,2.4,0,0,14130,9999,
243_G_1,Hydro,8.5,0,0.04055418,0,8.5,0,0,14130,9999,
244_G_1,Hydro,8.5,0,0.047709365,0,8.5,0,0,14130,9999,
248_G_1,Hydro,8,0,0.002651229,0,8,0,0,14130,9999,
249_G_1,Hydro,86,0,0.027415531,0,86,0,0,14130,9999,
249_G_2,Hydro,86,0,0.036375154,0,86,0,0,14130,9999,
250_G_H1,Hydro,12.6,0,0.037917736,0,12.6,0,0,14130,9999,
250_G_H3,Hydro,12.6,0,0.018338948,0,12.6,0,0,14130,9999,
254_G_H1,Hydro,52,0,0.006054091,0,52,0,0,14130,9999,
255_G_1,Hydro,1,0,0.032404065,0,1,0,0,14130,9999,
255_G_2,Hydro,1,0,0.034572328,0,1,0,0,14130,9999,
258_G_1,Hydro,3.5,0,0.021213254,0,3.5,0,0,14130,9999,
261_G_1,Hydro,1.7,0,0.040948329,0,1.7,0,0,14130,9999,
262_G_1,Hydro,12,0,0.048181925,0,12,0,0,14130,9999,
264_G_1,Hydro,2,0,0.002797457,0,2,0,0,14130,9999,
265_G_H1,Hydro,30.5,0,0.032614362,0,30.5,0,0,14130,9999,
265_G_H2,Hydro,30.5,0,0.008939365,0,30.5,0,0,14130,9999,
266_G_H1,Hydro,23.3,0,0.016589934,0,23.3,0,0,14130,9999,
266_G_H2,Hydro,23.3,0,0.025114229,0,23.3,0,0,14130,9999,
266_G_H3,Hydro,23.3,0,0.001929068,0,23.3,0,0,14130,9999,
267_G_1,Hydro,47.5,0,0.015104951,0,47.5,0,0,14130,9999,
267_G_2,Hydro,47.5,0,0.024765872,0,47.5,0,0,14130,9999,
268_G_H1,Hydro,40,0,0.033550127,0,40,0,0,14130,9999,
