name,maxcap,mincap,opcost,minup,ramp,st_cost,var_om,fix_om,regcost
10875_G_GEN9,23.5,23.5,0.0176363,0,23.5,0,0,100000,0.00176363
10878_G_EE11,10,10,0.049429244,0,10,0,0,100000,0.004942924
10879_G_GEN1,10,10,0.049833572,0,10,0,0,100000,0.004983357
10879_G_GEN2,4,4,0.041322613,0,4,0,0,100000,0.004132261
10879_G_GEN3,2.1,2.1,0.041358302,0,2.1,0,0,100000,0.00413583
10880_G_GEN1,1.8,1.8,0.030644162,0,1.8,0,0,14130,9999
10881_G_GEN1,2,2,0.045171254,0,2,0,0,14130,9999
10882_G_GEN1,6.8,6.8,0.046713546,0,6.8,0,0,14130,9999
161_G_1,1.1,1.1,0.027015309,0,1.1,0,0,14130,9999
161_G_2,1.1,1.1,0.023470519,0,1.1,0,0,14130,9999
161_G_3,1.1,1.1,0.039312944,0,1.1,0,0,14130,9999
162_G_1,0.5,0.5,0.001142764,0,0.5,0,0,14130,9999
162_G_2,0.5,0.5,0.032170242,0,0.5,0,0,14130,9999
180_G_1,0.9,0.9,0.047782619,0,0.9,0,0,14130,9999
214_G_1,1,1,0.008269181,0,1,0,0,14130,9999
215_G_1,0.7,0.7,0.01555563,0,0.7,0,0,14130,9999
217_G_1,34,34,0.003051049,0,34,0,0,14130,9999
218_G_2,52.5,52.5,0.022434133,0,52.5,0,0,14130,9999
218_G_3,52.5,52.5,0.03564037,0,52.5,0,0,14130,9999
219_G_1,125,125,0.007768476,0,125,0,0,14130,9999
220_G_H1,32.5,32.5,0.049324568,0,32.5,0,0,14130,9999
220_G_H2,32.5,32.5,0.024142513,0,32.5,0,0,14130,9999
221_G_1,41,41,0.024379957,0,41,0,0,14130,9999
222_G_1,25,25,0.004776087,0,25,0,0,14130,9999
222_G_2,25,25,0.033486361,0,25,0,0,14130,9999
222_G_3,25,25,0.03978098,0,25,0,0,14130,9999
223_G_4,60,60,0.031241105,0,60,0,0,14130,9999
223_G_5,60,60,0.014238435,0,60,0,0,14130,9999
225_G_1,7,7,0.045386253,0,7,0,0,14130,9999
227_G_1,13,13,0.002117883,0,13,0,0,14130,9999
231_G_1,35,35,0.007284106,0,35,0,0,14130,9999
231_G_2,35,35,0.038168305,0,35,0,0,14130,9999
232_G_1,18.5,18.5,0.048029801,0,18.5,0,0,14130,9999
233_G_1,5.7,5.7,0.000882407,0,5.7,0,0,14130,9999
235_G_1,13.2,13.2,0.048553523,0,13.2,0,0,14130,9999
235_G_2,13.2,13.2,0.022290463,0,13.2,0,0,14130,9999
235_G_3,13.2,13.2,0.029757366,0,13.2,0,0,14130,9999
235_G_4,14.4,14.4,0.043840168,0,14.4,0,0,14130,9999
236_G_5,49.5,49.5,0.041782002,0,49.5,0,0,14130,9999
237_G_1,22,22,0.039434837,0,22,0,0,14130,9999
238_G_1,10.3,10.3,0.03043242,0,10.3,0,0,14130,9999
238_G_2,10.3,10.3,0.028891935,0,10.3,0,0,14130,9999
239_G_1,30.7,30.7,0.017495569,0,30.7,0,0,14130,9999
239_G_2,30.7,30.7,0.023376073,0,30.7,0,0,14130,9999
239_G_3,36.6,36.6,0.04164647,0,36.6,0,0,14130,9999
240_G_H1,72,72,0.0132125,0,72,0,0,14130,9999
240_G_H2,72,72,0.037970582,0,72,0,0,14130,9999
241_G_1,11,11,0.031948768,0,11,0,0,14130,9999
242_G_1,2.4,2.4,0.030337917,0,2.4,0,0,14130,9999
242_G_2,2.4,2.4,0.033905372,0,2.4,0,0,14130,9999
243_G_1,8.5,8.5,0.019201845,0,8.5,0,0,14130,9999
244_G_1,8.5,8.5,0.031946133,0,8.5,0,0,14130,9999
248_G_1,8,8,0.01285145,0,8,0,0,14130,9999
249_G_1,86,86,0.017590439,0,86,0,0,14130,9999
249_G_2,86,86,0.007952101,0,86,0,0,14130,9999
250_G_H1,12.6,12.6,0.027385388,0,12.6,0,0,14130,9999
250_G_H3,12.6,12.6,0.019269855,0,12.6,0,0,14130,9999
254_G_H1,52,52,0.022377825,0,52,0,0,14130,9999
255_G_1,1,1,0.047948172,0,1,0,0,14130,9999
255_G_2,1,1,0.006128815,0,1,0,0,14130,9999
258_G_1,3.5,3.5,0.020458003,0,3.5,0,0,14130,9999
260_G_CT1A,165,165,27.04224042,0,165,0,3.6,13170,2.704224042
260_G_CT1B,165,165,27.00138863,0,165,0,3.6,13170,2.700138863
260_G_CT2A,165,165,27.04494563,0,165,0,3.6,13170,2.704494563
260_G_CT2B,165,165,27.02265081,0,165,0,3.6,13170,2.702265081
260_G_ST1,180,180,27.00231598,0,180,0,3.6,13170,2.700231598
260_G_ST2,180,180,27.02234118,0,180,0,3.6,13170,2.702234118
261_G_1,1.7,1.7,0.049290336,0,1.7,0,0,14130,9999
262_G_1,12,12,0.032836537,0,12,0,0,14130,9999
264_G_1,2,2,0.011482484,0,2,0,0,14130,9999
265_G_H1,30.5,30.5,0.00306632,0,30.5,0,0,14130,9999
265_G_H2,30.5,30.5,0.030350873,0,30.5,0,0,14130,9999
266_G_H1,23.3,23.3,0.041519622,0,23.3,0,0,14130,9999
266_G_H2,23.3,23.3,0.02970696,0,23.3,0,0,14130,9999
266_G_H3,23.3,23.3,0.030678819,0,23.3,0,0,14130,9999
267_G_1,47.5,47.5,0.048491666,0,47.5,0,0,14130,9999
267_G_2,47.5,47.5,0.035800204,0,47.5,0,0,14130,9999
268_G_H1,40,40,0.029275384,0,40,0,0,14130,9999
268_G_H2,40,40,0.020480757,0,40,0,0,14130,9999
268_G_H3,40,40,0.01297616,0,40,0,0,14130,9999
268_G_H4,40,40,0.024794337,0,40,0,0,14130,9999
269_G_H1,40,40,0.047679667,0,40,0,0,14130,9999
269_G_H2,40,40,0.044305931,0,40,0,0,14130,9999
270_G_H1,56,56,0.002372613,0,56,0,0,14130,9999
270_G_H2,57,57,0.003064821,0,57,0,0,14130,9999
272_G_1,60,60,0.000222938,0,60,0,0,14130,9999
272_G_2,60,60,0.049880151,0,60,0,0,14130,9999
274_G_1,4.5,4.5,0.015515371,0,4.5,0,0,14130,9999
274_G_2,2,2,5.73E-05,0,2,0,0,14130,9999
274_G_3,2.7,2.7,0.020232113,0,2.7,0,0,14130,9999
275_G_H1,63,63,0.034724069,0,63,0,0,14130,9999
275_G_H2,63,63,0.045979821,0,63,0,0,14130,9999
276_G_1,3.2,3.2,0.030077121,0,3.2,0,0,14130,9999
277_G_3,4.2,4.2,0.007800206,0,4.2,0,0,14130,9999
279_G_1,11,11,0.044674387,0,11,0,0,14130,9999
279_G_2,33,33,0.003625773,0,33,0,0,14130,9999
280_G_1,7,7,0.011807462,0,7,0,0,14130,9999
281_G_1,7,7,0.034298301,0,7,0,0,14130,9999
282_G_1,4.4,4.4,0.003766469,0,4.4,0,0,14130,9999
283_G_1,5.8,5.8,0.031818403,0,5.8,0,0,14130,9999
284_G_1,7,7,0.031887123,0,7,0,0,14130,9999
285_G_HC1,91,91,0.008968204,0,91,0,0,14130,9999
286_G_U11,68,68,0.029830019,0,68,0,0,100000,0.002983002
286_G_U12,51,51,0.034474199,0,51,0,0,100000,0.00344742
286_G_U13,65,65,0.036551579,0,65,0,0,100000,0.003655158
286_G_U14,60,60,0.026720679,0,60,0,0,100000,0.002672068
286_G_U16,60,60,0.040757867,0,60,0,0,100000,0.004075787
286_G_U17,60,60,0.024681888,0,60,0,0,100000,0.002468189
286_G_U18,60,60,0.018994861,0,60,0,0,100000,0.001899486
286_G_U20,50,50,0.044937095,0,50,0,0,100000,0.00449371
286_G_U5,45,45,0.040695045,0,45,0,0,100000,0.004069504
286_G_U6,45,45,0.043946919,0,45,0,0,100000,0.004394692
286_G_U7,40,40,0.048201415,0,40,0,0,100000,0.004820141
286_G_U8,40,40,0.001191679,0,40,0,0,100000,0.000119168
287_G_H1,29,29,0.032256305,0,29,0,0,14130,9999
287_G_H2,29,29,0.005298899,0,29,0,0,14130,9999
289_G_1,3.2,3.2,0.041467947,0,3.2,0,0,14130,9999
289_G_2,3.2,3.2,0.043785832,0,3.2,0,0,14130,9999
290_G_1,9,9,0.038144141,0,9,0,0,14130,9999
291_G_1,14.5,14.5,0.015727644,0,14.5,0,0,14130,9999
292_G_1,14,14,0.026688349,0,14,0,0,14130,9999
292_G_2,3.2,3.2,0.024514967,0,3.2,0,0,14130,9999
293_G_1,5,5,0.034449446,0,5,0,0,14130,9999
293_G_2,5,5,0.01743039,0,5,0,0,14130,9999
293_G_3,5,5,0.007574986,0,5,0,0,14130,9999
293_G_4,5,5,0.043097117,0,5,0,0,14130,9999
294_G_1,14,14,0.013120866,0,14,0,0,14130,9999
294_G_2,14,14,0.030202682,0,14,0,0,14130,9999
295_G_1,17,17,0.008330356,0,17,0,0,14130,9999
295_G_2,17,17,0.006485636,0,17,0,0,14130,9999
296_G_1,0.4,0.4,0.027837957,0,0.4,0,0,14130,9999
296_G_2,0.4,0.4,0.013969153,0,0.4,0,0,14130,9999
296_G_3,1.1,1.1,0.036290126,0,1.1,0,0,14130,9999
297_G_1,18.8,18.8,0.016685372,0,18.8,0,0,14130,9999
314_G_1,1.9,1.9,0.036127221,0,1.9,0,0,14130,9999
314_G_2,1.9,1.9,0.010907155,0,1.9,0,0,14130,9999
316_G_1,8.5,8.5,0.033233785,0,8.5,0,0,14130,9999
317_G_1,19.8,19.8,0.020207929,0,19.8,0,0,14130,9999
317_G_2,15.8,15.8,0.002043631,0,15.8,0,0,14130,9999
317_G_3,21.6,21.6,0.028223117,0,21.6,0,0,14130,9999
317_G_4,31.2,31.2,0.048699844,0,31.2,0,0,14130,9999
318_G_3,15.8,15.8,0.014297462,0,15.8,0,0,14130,9999
318_G_4,15.8,15.8,0.01884273,0,15.8,0,0,14130,9999
318_G_5,17.5,17.5,0.049153955,0,17.5,0,0,14130,9999
318_G_6,17.5,17.5,0.045533901,0,17.5,0,0,14130,9999
319_G_1,34,34,0.045729449,0,34,0,0,14130,9999
319_G_2,34,34,0.015861002,0,34,0,0,14130,9999
319_G_3,33,33,0.00974325,0,33,0,0,14130,9999
319_G_4,36,36,0.034460797,0,36,0,0,14130,9999
319_G_5,36.5,36.5,0.03479404,0,36.5,0,0,14130,9999
320_G_1,50,50,0.020816377,0,50,0,0,14130,9999
320_G_2,50,50,0.025108234,0,50,0,0,14130,9999
321_G_1,25.8,25.8,0.042814685,0,25.8,0,0,14130,9999
321_G_2,45,45,0.023795195,0,45,0,0,14130,9999
322_G_1,50,50,0.036588687,0,50,0,0,14130,9999
322_G_2,50,50,0.030719292,0,50,0,0,14130,9999
323_G_1,2.5,2.5,0.049796509,0,2.5,0,0,14130,9999
323_G_2,2.5,2.5,0.024277771,0,2.5,0,0,14130,9999
323_G_3,2.3,2.3,0.025928932,0,2.3,0,0,14130,9999
324_G_1,2.8,2.8,0.014037892,0,2.8,0,0,14130,9999
324_G_2,2.8,2.8,0.035756894,0,2.8,0,0,14130,9999
324_G_3,2.8,2.8,0.048997903,0,2.8,0,0,14130,9999
325_G_1,1,1,0.008821491,0,1,0,0,14130,9999
325_G_2,1,1,0.02581879,0,1,0,0,14130,9999
325_G_3,2,2,0.027300026,0,2,0,0,14130,9999
325_G_4,2.2,2.2,0.016877248,0,2.2,0,0,14130,9999
325_G_5,2,2,0.045507262,0,2,0,0,14130,9999
326_G_1,2,2,0.001508334,0,2,0,0,14130,9999
326_G_2,1.8,1.8,0.003377643,0,1.8,0,0,14130,9999
327_G_1,1.6,1.6,0.029400582,0,1.6,0,0,14130,9999
328_G_1,2.1,2.1,0.006934946,0,2.1,0,0,14130,9999
328_G_2,2.5,2.5,0.002192583,0,2.5,0,0,14130,9999
328_G_3,6,6,0.025710778,0,6,0,0,14130,9999
332_G_1,1.5,1.5,0.031044298,0,1.5,0,0,14130,9999
332_G_2,1.5,1.5,0.021671106,0,1.5,0,0,14130,9999
336_G_2,1.8,1.8,0.037980694,0,1.8,0,0,14130,9999
337_G_1,2.3,2.3,0.018615097,0,2.3,0,0,14130,9999
338_G_1,2.4,2.4,0.048105183,0,2.4,0,0,14130,9999
338_G_2,2.1,2.1,0.009956547,0,2.1,0,0,14130,9999
339_G_1,20.5,20.5,0.004968203,0,20.5,0,0,14130,9999
339_G_2,19.7,19.7,0.02206635,0,19.7,0,0,14130,9999
34_G_1P,12.1,12.1,0.021830183,0,12.1,0,0,14130,9999
340_G_1,6.6,6.6,0.027797767,0,6.6,0,0,14130,9999
340_G_2,6.6,6.6,0.031395936,0,6.6,0,0,14130,9999
340_G_3,6.6,6.6,0.009172873,0,6.6,0,0,14130,9999
340_G_4,6.6,6.6,0.04990673,0,6.6,0,0,14130,9999
342_G_1,1.5,1.5,0.040218241,0,1.5,0,0,14130,9999
342_G_2,1.5,1.5,0.033352384,0,1.5,0,0,14130,9999
344_G_1,80,80,0.015391075,0,80,0,0,14130,9999
344_G_2,80,80,0.005885017,0,80,0,0,14130,9999
353_G_1,11.3,11.3,0.000249306,0,11.3,0,0,14130,9999
354_G_1,10.8,10.8,0.045691088,0,10.8,0,0,14130,9999
357_G_1,5.9,5.9,0.021235908,0,5.9,0,0,14130,9999
357_G_2,5.5,5.5,0.03852077,0,5.5,0,0,14130,9999
358_G_MV3A,149,149,28.00624533,0,149,0,3.6,13170,2.800624533
358_G_MV3B,149,149,28.03745748,0,149,0,3.6,13170,2.803745748
358_G_MV3C,188,188,28.03638231,0,188,0,3.6,13170,2.803638231
358_G_MV4A,149,149,28.04850992,0,149,0,3.6,13170,2.804850992
358_G_MV4B,149,149,28.03440031,0,149,0,3.6,13170,2.803440031
358_G_MV4C,188,188,28.0278972,0,188,0,3.6,13170,2.80278972
361_G_1,0.8,0.8,0.021390662,0,0.8,0,0,14130,9999
361_G_2,0.8,0.8,0.00213919,0,0.8,0,0,14130,9999
361_G_3,0.8,0.8,0.047450173,0,0.8,0,0,14130,9999
361_G_4,0.8,0.8,0.02484972,0,0.8,0,0,14130,9999
363_G_1,3.1,3.1,0.006307373,0,3.1,0,0,14130,9999
365_G_1,1.3,1.3,0.022905132,0,1.3,0,0,14130,9999
365_G_2,1.3,1.3,0.016807892,0,1.3,0,0,14130,9999
376_G_1,8.9,8.9,0.012534028,0,8.9,0,0,14130,9999
376_G_2,8.9,8.9,0.008070012,0,8.9,0,0,14130,9999
376_G_3,9.9,9.9,0.042112166,0,9.9,0,0,14130,9999
377_G_1,19,19,33.61642505,0,19,0,3.6,13170,3.361642505
377_G_2,19,19,33.6342214,0,19,0,3.6,13170,3.36342214
377_G_8A,26,26,33.61011448,0,26,0,3.6,13170,3.361011448
377_G_8BC,46,46,33.60389274,0,46,0,3.6,13170,3.360389274
380_G_1,78.4,78.4,0.047310728,0,78.4,0,0,14130,9999
380_G_2,78.4,78.4,0.03578976,0,78.4,0,0,14130,9999
381_G_1,50,50,0.013255278,0,50,0,0,14130,9999
381_G_2,50,50,0.001750524,0,50,0,0,14130,9999
382_G_1,39.5,39.5,0.036184813,0,39.5,0,0,14130,9999
382_G_2,39.5,39.5,0.037942821,0,39.5,0,0,14130,9999
382_G_3,36.5,36.5,0.028952048,0,36.5,0,0,14130,9999
385_G_1,4.9,4.9,0.037009886,0,4.9,0,0,14130,9999
385_G_2,4.9,4.9,0.025262755,0,4.9,0,0,14130,9999
386_G_1,2.7,2.7,0.003816781,0,2.7,0,0,14130,9999
386_G_2,4.6,4.6,0.02542224,0,4.6,0,0,14130,9999
387_G_1,8.1,8.1,0.024853766,0,8.1,0,0,14130,9999
387_G_2,11,11,0.017401388,0,11,0,0,14130,9999
388_G_1,10.4,10.4,0.03862465,0,10.4,0,0,14130,9999
388_G_2,7.7,7.7,0.012428719,0,7.7,0,0,14130,9999
389_G_2,31,31,31.43489416,0,31,0,3.6,13170,3.143489416
389_G_2A,71,71,31.41224942,0,71,0,3.6,13170,3.141224942
389_G_30,52,52,31.43919167,0,52,0,3.6,13170,3.143919167
389_G_31,45,45,31.43914961,0,45,0,3.6,13170,3.143914961
389_G_32,45,45,31.4079173,0,45,0,3.6,13170,3.14079173
391_G_1,3,3,0.002490062,0,3,0,0,14130,9999
392_G_7,55.9,55.9,0.015697412,0,55.9,0,0,14130,9999
393_G_1,37.5,37.5,0.013978393,0,37.5,0,0,14130,9999
394_G_1,1.2,1.2,0.000218397,0,1.2,0,0,14130,9999
394_G_2,1.2,1.2,0.04660365,0,1.2,0,0,14130,9999
396_G_1,8.6,8.6,0.020625569,0,8.6,0,0,14130,9999
397_G_1,2,2,0.014486348,0,2,0,0,14130,9999
398_G_1,2.5,2.5,0.032273823,0,2.5,0,0,14130,9999
398_G_2,2.5,2.5,0.044186564,0,2.5,0,0,14130,9999
399_G_10A,72,72,39.88357413,0,72,0,3.6,13170,3.988357413
399_G_10B,72,72,39.85418644,0,72,0,3.6,13170,3.985418644
399_G_5,56,56,39.85058529,0,56,0,3.6,13170,3.985058529
400_B_1,222,222,42.09202848,0,222,0,4.47,37800,4.209202848
400_B_2,222,222,42.03404209,0,222,0,4.47,37800,4.203404209
400_G_10,157.5,157.5,27.22026296,0,157.5,0,3.6,13170,2.722026296
400_G_11,96.3,96.3,50.51529816,0,96.3,0,15.45,7340,9999
400_G_12,96.3,96.3,50.49473095,0,96.3,0,15.45,7340,9999
400_G_13,96.3,96.3,50.53273635,0,96.3,0,15.45,7340,9999
400_G_14,96.3,96.3,50.49886012,0,96.3,0,15.45,7340,9999
400_G_15,96.3,96.3,50.49760907,0,96.3,0,15.45,7340,9999
400_G_16,96.3,96.3,50.53455652,0,96.3,0,15.45,7340,9999
400_G_8,235,235,27.22072255,0,235,0,3.6,13170,2.722072255
400_G_9,157.5,157.5,27.2335025,0,157.5,0,3.6,13170,2.72335025
401_G_1,37.5,37.5,0.01691604,0,37.5,0,0,14130,9999
402_G_1,2.7,2.7,0.025406336,0,2.7,0,0,14130,9999
403_G_1,3.2,3.2,0.016429853,0,3.2,0,0,14130,9999
403_G_2,2.9,2.9,0.033411655,0,2.9,0,0,14130,9999
404_B_1,111.8,111.8,44.15455107,0,111.8,0,4.47,37800,4.415455107
404_B_2,156.3,156.3,43.67351259,0,156.3,0,4.47,37800,4.367351259
404_G_4,204,204,26.59711901,0,204,0,3.6,13170,2.659711901
404_G_5,102,102,26.63243725,0,102,0,3.6,13170,2.663243725
404_G_6,102,102,50.50478555,0,102,0,15.45,7340,9999
404_G_7,102,102,50.53034257,0,102,0,15.45,7340,9999
407_G_1,37.5,37.5,0.024942897,0,37.5,0,0,14130,9999
408_G_6,156,156,27.72746371,0,156,0,3.6,13170,2.772746371
408_G_7,156,156,27.72163759,0,156,0,3.6,13170,2.772163759
408_G_8,201,201,27.72165063,0,201,0,3.6,13170,2.772165063
409_G_1,94.5,94.5,0.03715959,0,94.5,0,0,14130,9999
410_G_1,9,9,0.049238642,0,9,0,0,14130,9999
412_G_2P,44,44,0.021931541,0,44,0,0,14130,9999
413_G_3P,27.3,27.3,0.036311211,0,27.3,0,0,14130,9999
414_G_1,11,11,0.040241896,0,11,0,0,14130,9999
415_G_H1,72,72,0.009439316,0,72,0,0,14130,9999
416_G_1,9,9,0.001041187,0,9,0,0,14130,9999
416_G_2,10,10,0.009790664,0,10,0,0,14130,9999
416_G_3,6.8,6.8,0.042855834,0,6.8,0,0,14130,9999
417_G_1,36,36,0.033937348,0,36,0,0,14130,9999
418_G_1,9,9,0.046257521,0,9,0,0,14130,9999
419_G_1,59,59,0.042465572,0,59,0,0,14130,9999
422_G_GT5,68,68,26.59932988,0,68,0,3.6,13170,2.659932988
422_G_ST1,16,16,26.63879825,0,16,0,3.6,13170,2.663879825
424_G_1,17,17,0.010354559,0,17,0,0,14130,9999
425_G_1,61,61,0.023725628,0,61,0,0,14130,9999
425_G_2,61,61,0.016211609,0,61,0,0,14130,9999
426_G_1,6,6,0.007439637,0,6,0,0,14130,9999
427_G_1,86.3,86.3,0.047780553,0,86.3,0,0,14130,9999
428_G_1,2.7,2.7,0.017137158,0,2.7,0,0,14130,9999
430_G_H1,78.9,78.9,0.006826747,0,78.9,0,0,14130,9999
430_G_H2,77,77,0.000953186,0,77,0,0,14130,9999
431_G_H1,78.1,78.1,0.004944785,0,78.1,0,0,14130,9999
431_G_H2,78.1,78.1,0.02013644,0,78.1,0,0,14130,9999
432_G_H1,74.1,74.1,0.003771216,0,74.1,0,0,14130,9999
433_G_1,25.5,25.5,0.005760328,0,25.5,0,0,14130,9999
435_G_H1,108,108,0.024638322,0,108,0,0,14130,9999
435_G_H2,133,133,0.000354728,0,133,0,0,14130,9999
435_G_H4,0.5,0.5,0.012079896,0,0.5,0,0,14130,9999
436_G_1,57,57,0.036869808,0,57,0,0,14130,9999
436_G_2,57,57,0.00384419,0,57,0,0,14130,9999
436_G_3,74,74,0.003680052,0,74,0,0,14130,9999
436_G_4,74,74,0.004334761,0,74,0,0,14130,9999
437_G_1,135.3,135.3,0.033596332,0,135.3,0,0,14130,9999
437_G_3,135.3,135.3,0.036725792,0,135.3,0,0,14130,9999
437_G_5,135.3,135.3,0.026376303,0,135.3,0,0,14130,9999
439_G_1,55,55,0.047335217,0,55,0,0,14130,9999
439_G_2,55,55,0.029518833,0,55,0,0,14130,9999
439_G_3,55,55,0.02807584,0,55,0,0,14130,9999
439_G_4,38.2,38.2,0.035876363,0,38.2,0,0,14130,9999
440_G_1,1,1,0.047705158,0,1,0,0,14130,9999
440_G_2,3.3,3.3,0.013290291,0,3.3,0,0,14130,9999
441_G_1,71.7,71.7,0.030674079,0,71.7,0,0,14130,9999
441_G_2,71.7,71.7,0.001548666,0,71.7,0,0,14130,9999
441_G_3,71.7,71.7,0.003670397,0,71.7,0,0,14130,9999
442_G_1,88.7,88.7,0.020122841,0,88.7,0,0,14130,9999
442_G_2,88.7,88.7,0.002436996,0,88.7,0,0,14130,9999
443_G_1,39,39,0.027938154,0,39,0,0,14130,9999
443_G_2,39,39,0.047187131,0,39,0,0,14130,9999
443_G_3,39,39,0.020678016,0,39,0,0,14130,9999
444_G_1,8.3,8.3,0.04970069,0,8.3,0,0,14130,9999
444_G_2,8.3,8.3,0.048213633,0,8.3,0,0,14130,9999
445_G_1,142,142,0.021951888,0,142,0,0,14130,9999
445_G_2,142,142,0.041929051,0,142,0,0,14130,9999
445_G_3,142,142,0.01784105,0,142,0,0,14130,9999
445_G_4,142,142,0.005468009,0,142,0,0,14130,9999
445_G_5,142,142,0.000468195,0,142,0,0,14130,9999
445_G_S1,2,2,0.022846363,0,2,0,0,14130,9999
445_G_S2,2,2,0.01972698,0,2,0,0,14130,9999
447_G_1,30,30,0.012672988,0,30,0,0,14130,9999
447_G_2,30,30,0.02779517,0,30,0,0,14130,9999
447_G_3,30,30,0.048786258,0,30,0,0,14130,9999
447_G_4,30,30,0.026482732,0,30,0,0,14130,9999
450_G_1,90,90,0.003727787,0,90,0,0,14130,9999
450_G_2,90,90,0.034503597,0,90,0,0,14130,9999
451_G_1,70,70,0.010150025,0,70,0,0,14130,9999
451_G_2,70,70,0.049124457,0,70,0,0,14130,9999
454_G_1,157.5,157.5,0.004171972,0,157.5,0,0,14130,9999
454_G_2,157.5,157.5,0.012040965,0,157.5,0,0,14130,9999
455_G_1,46.7,46.7,0.02458839,0,46.7,0,0,14130,9999
457_G_HC1,0.7,0.7,0.040162076,0,0.7,0,0,14130,9999
