name,maxcap,mincap,opcost,minup,ramp,st_cost,var_om,fix_om,regcost
57585_G_1,287.5,287.5,60.24692211,0,287.5,0,15.45,7340,9999
10349_G_GEN1,95.5,95.5,43.8642538,0,95.5,0,15.45,7340,9999
10156_G_GEN3,263,263,52.49413234,0,263,0,15.45,7340,9999
399_G_GT14,280.8,280.8,51.53463059,0,280.8,0,15.45,7340,9999
55510_G_CPP4,272.6,272.6,53.30340127,0,272.6,0,15.45,7340,9999
55541_G_CTG3,274.8,274.8,51.68995963,0,274.8,0,15.45,7340,9999
55698_G_HEP1,274.2,274.2,51.69280267,0,274.2,0,15.45,7340,9999
55810_G_S5,300,300,57.00848713,0,300,0,15.45,7340,9999
55951_G_AMP1,266.3,266.3,53.41315846,0,266.3,0,15.45,7340,9999
56232_G_1,277.8,277.8,54.56764751,0,277.8,0,15.45,7340,9999
7449_G_NA1,141.1,141.1,51.17627647,0,141.1,0,15.45,7340,9999
246_G_IC1,270.4,270.4,50.7625909,0,270.4,0,15.45,7340,9999
56135_G_2,291,291,50.50914256,0,291,0,15.45,7340,9999
56471_G_1,292.5,292.5,50.51097377,0,292.5,0,15.45,7340,9999
56569_G_2,256.9,256.9,50.74952586,0,256.9,0,15.45,7340,9999
57001_G_GEN1,291.2,291.2,50.44510149,0,291.2,0,15.45,7340,9999
57483_G_CTG2,299,299,52.34130979,0,299,0,15.45,7340,9999
59074_G_EG6B,228.5,228.5,51.66249984,0,228.5,0,15.45,7340,9999
59557_G_AC2FC,13,13,71.90646829,0,13,0,43,0,9999
10661_B_4,35,35,5.306099746,0,35,0,5.26,105630,9999
10052_B_BLR1,296.6,296.6,5.260002223,0,296.6,0,5.26,105630,9999
50049_B_BLRC,183.6,183.6,5.28911885,0,183.6,0,5.26,105630,9999
10144_B_BLR3,26.5,26.5,5.279048624,0,26.5,0,5.26,105630,9999
54238_B_BIOMS1,111.1,111.1,5.303635095,0,111.1,0,5.26,105630,9999
10601_G_GEN1,44.8,44.8,5.268497319,0,44.8,0,5.26,105630,9999
10091_G_GEN1,18.6,18.6,5.300056016,0,18.6,0,5.26,105630,9999
10091_G_G2,46,46,5.29205445,0,46,0,5.26,105630,9999
57696_G_1,11,11,5.262487238,0,11,0,5.26,105630,9999
60918_G_00003,26,26,5.261132662,0,26,0,5.26,105630,9999
50119_G_GENA,45.6,45.6,4.493197164,0,45.6,0,4.47,37800,9999
56090_G_D182,11.2,11.2,4.478072026,0,11.2,0,4.47,37800,9999
