Energy.Source.1,Technology,Utility.ID,Generator.ID,Prime.Mover,Nameplate.Capacity..MW.,Nameplate.Power.Factor,Summer.Capacity..MW.,Winter.Capacity..MW.,Minimum.Load..MW.,Planned.Retirement.Month,Planned.Retirement.Year,VOM,fuelTypes,unit,heatRateLow,heatRateHigh,fuelCost,Notes,capacityQuantile,capacityQuan
WAT,Conventional Hydroelectric,14328,1,HY,1.8,0.95,1.5,1.5,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.170886076,C
WAT,Conventional Hydroelectric,12397,1,HY,23.9,0.95,23.9,23.9,2.5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.664556962,B
WAT,Conventional Hydroelectric,17609,1,HY,2.3,0.9,2.3,2.3,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.225738397,C
WAT,Conventional Hydroelectric,17609,1,HY,2.4,1,2.4,2.4,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.229957806,C
WAT,Conventional Hydroelectric,17609,2,HY,2.4,1,2.1,2.1,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.229957806,C
WAT,Conventional Hydroelectric,17609,1,HY,20.5,0.9,20.5,20.5,0.8,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.64556962,B
WAT,Conventional Hydroelectric,17609,2,HY,19.8,0.9,19.7,19.7,0.8,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.639240506,B
WAT,Conventional Hydroelectric,17609,1,HY,6.6,0.9,6.6,6.6,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.462025316,B
WAT,Conventional Hydroelectric,17609,2,HY,6.6,0.9,6.6,6.6,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.462025316,B
WAT,Conventional Hydroelectric,17609,3,HY,6.6,0.9,6.6,6.6,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.462025316,B
WAT,Conventional Hydroelectric,19281,1,HY,45.5,0.95,55,55,10,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.791139241,A
WAT,Conventional Hydroelectric,11295,U2,HY,1.1,0.9,1.1,1,0.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.094936709,C
WAT,Conventional Hydroelectric,19397,G1,HY,1,0.9,1,1,0.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.05907173,C
WAT,Conventional Hydroelectric,19397,G2,HY,2.5,0.9,2.5,2.5,0.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.238396624,C
WAT,Conventional Hydroelectric,61958,1,HY,2,0.9,1.9,2,0.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.191983122,C
WAT,Conventional Hydroelectric,14328,2,HY,51.7,0.9,47.5,47.5,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.814345992,A
WAT,Conventional Hydroelectric,14328,H1,HY,38.2,0.87,40,40,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.761603376,A
WAT,Conventional Hydroelectric,14328,H2,HY,38.2,0.87,40,40,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.761603376,A
WAT,Conventional Hydroelectric,17609,2,HY,95,1,80,80,9.5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.932489451,A
WAT,Conventional Hydroelectric,40613,GEN1,HY,126.5,0.95,126.5,126.5,3,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.951476793,A
WAT,Conventional Hydroelectric,40613,GEN2,HY,126.5,0.95,126.5,126.5,3,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.951476793,A
WAT,Conventional Hydroelectric,17609,1,HY,11.3,0.9,11.3,11.3,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.567510549,B
WAT,Conventional Hydroelectric,17609,1,HY,10.8,0.9,10.8,10.8,1.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.55907173,B
WAT,Conventional Hydroelectric,15127,2,HY,61.2,0.9,66,66,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.862869198,A
WAT,Conventional Hydroelectric,15127,1,HY,6.1,0.9,6,6,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.457805907,B
WAT,Conventional Hydroelectric,15127,1,HY,79.2,0.9,86,86,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.91350211,A
WAT,Conventional Hydroelectric,12312,1,HY,2.7,0.95,2.7,2.7,0.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.261603376,B
WAT,Conventional Hydroelectric,17609,1,HY,5.9,0.9,5.9,5.9,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.445147679,B
WAT,Conventional Hydroelectric,17609,2,HY,7.2,0.9,5.5,5.5,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.491561181,B
WAT,Conventional Hydroelectric,22776,2,HY,5,0.9,5,5,1.6,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.417721519,B
WAT,Conventional Hydroelectric,22776,3,HY,1.5,0.9,1.5,1.5,0.7,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.147679325,C
WAT,Conventional Hydroelectric,16534,H1,HY,74.1,0.95,74.1,74.1,1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.894514768,A
WAT,Conventional Hydroelectric,16534,1,HY,25.5,0.95,25.5,25.5,1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.670886076,B
WAT,Conventional Hydroelectric,16534,H1,HY,133,0.95,108,108,1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.955696203,A
WAT,Conventional Hydroelectric,10325,1,HY,55,0.95,55,55,5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.839662447,A
WAT,Conventional Hydroelectric,17609,1,HY,0.8,0.8,0.8,0.8,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.044303797,C
WAT,Conventional Hydroelectric,17609,2,HY,0.8,0.8,0.8,0.8,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.044303797,C
WAT,Conventional Hydroelectric,17609,3,HY,6,0.8,6,6,0.5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.453586498,B
WAT,Conventional Hydroelectric,17609,4,HY,0.8,0.8,0.8,0.8,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.044303797,C
WAT,Conventional Hydroelectric,17609,1,HY,3.1,0.9,3.1,3.1,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.312236287,B
WAT,Conventional Hydroelectric,17609,1,HY,1.3,0.9,1.3,1.3,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.124472574,C
WAT,Conventional Hydroelectric,17609,2,HY,1.3,0.9,1.3,1.3,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.124472574,C
WAT,Conventional Hydroelectric,3255,3,HY,117,0.95,135.3,131.3,115,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.943037975,A
WAT,Conventional Hydroelectric,12397,3,HY,3.3,0.9,3.3,3.3,2,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.331223629,B
WAT,Conventional Hydroelectric,5571,3,HY,8.6,0.95,9.9,9.9,5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.514767932,B
WAT,Conventional Hydroelectric,12397,7,HY,3.3,0.9,3.3,3.3,2,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.331223629,B
WAT,Conventional Hydroelectric,12397,8,HY,3.3,0.9,3.3,3.3,2,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.331223629,B
WAT,Conventional Hydroelectric,11208,1,HY,2,0.8,2,2,0.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.191983122,C
WAT,Conventional Hydroelectric,11208,1,HY,2.8,0.8,2.5,2.5,0.5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.272151899,B
WAT,Conventional Hydroelectric,16764,3,HY,1.5,0.8,1,1.5,0.5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.147679325,C
WAT,Conventional Hydroelectric,11295,U1,HY,3.9,0.9,3.7,3.6,0.8,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.371308017,B
WAT,Conventional Hydroelectric,13935,2,HY,8.5,0.9,10,8.5,1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.506329114,B
WAT,Conventional Hydroelectric,11278,SPP1,HY,1.4,1,1.4,1.4,0.8,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.132911392,C
WAT,Conventional Hydroelectric,16612,1,HY,78.4,0.95,78.4,78.4,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.905063291,A
WAT,Conventional Hydroelectric,16612,2,HY,78.4,0.95,78.4,78.4,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.905063291,A
WAT,Conventional Hydroelectric,16612,1,HY,50,0.9,50,50,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.805907173,A
WAT,Conventional Hydroelectric,16612,2,HY,50,0.9,50,50,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.805907173,A
WAT,Conventional Hydroelectric,16612,1,HY,39.5,0.95,39.5,39.5,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.774261603,A
WAT,Conventional Hydroelectric,16612,2,HY,39.5,0.95,39.5,39.5,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.774261603,A
WAT,Conventional Hydroelectric,16612,3,HY,36.5,0.9,36.5,36.5,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.742616034,B
WAT,Conventional Hydroelectric,9216,1,HY,5,0.8,4.9,2.5,0.7,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.417721519,B
WAT,Conventional Hydroelectric,9216,2,HY,5,0.8,4.9,2.5,0.7,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.417721519,B
WAT,Conventional Hydroelectric,9216,1,HY,4.8,0.8,2.7,2.7,1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.411392405,B
WAT,Conventional Hydroelectric,9216,2,HY,4.4,0.8,4.6,4.6,1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.398734177,B
WAT,Conventional Hydroelectric,9216,1,HY,10,0.8,8.1,10.8,0.6,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.529535865,B
WAT,Conventional Hydroelectric,9216,2,HY,9.6,0.8,11,10,1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.521097046,B
WAT,Conventional Hydroelectric,9216,1,HY,16.5,0.8,NA,10.4,0.7,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.620253165,B
WAT,Conventional Hydroelectric,9216,2,HY,16.5,0.8,NA,7.7,0.7,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.620253165,B
WAT,Conventional Hydroelectric,9439,GEN2,HY,5.9,0.95,5.9,5.9,0.5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.445147679,B
WAT,Conventional Hydroelectric,2518,4,HY,142,1,142,142,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.962025316,A
WAT,Conventional Hydroelectric,27075,G100,HY,4.6,0.9,4.4,4.2,2.8,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.4092827,B
WAT,Conventional Hydroelectric,2518,S1,HY,2,0.8,2,2,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.191983122,C
WAT,Conventional Hydroelectric,2518,S2,HY,2,0.8,2,2,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.191983122,C
WAT,Conventional Hydroelectric,5093,WWHI,HY,1.3,0.9,1.3,1.3,0.8,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.124472574,C
WAT,Conventional Hydroelectric,5571,3,HY,3.6,0.95,3.5,3.5,0.8,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.358649789,B
WAT,Conventional Hydroelectric,12239,GEN1,HY,1.8,0.95,1.8,1.8,0.2,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.170886076,C
WAT,Conventional Hydroelectric,17609,2,HY,3,1,2.5,2.5,0.3,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.299578059,B
WAT,Conventional Hydroelectric,3255,1,HY,59.8,0.95,57,57,15,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.856540084,A
WAT,Conventional Hydroelectric,17609,1,HY,1.5,1,1.5,1.5,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.147679325,C
WAT,Conventional Hydroelectric,17609,2,HY,1.5,1,1.5,1.5,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.147679325,C
WAT,Conventional Hydroelectric,14328,1,HY,12.7,0.9,11.5,11.5,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.588607595,B
WAT,Conventional Hydroelectric,2518,3,HY,30,1,30,30,0,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.696202532,B
WAT,Conventional Hydroelectric,11208,7,HY,56,0.8,51.5,51.5,2,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.85021097,A
WAT,Conventional Hydroelectric,11208,1,HY,37.5,1,37.5,37.5,0.5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.755274262,A
WAT,Conventional Hydroelectric,11208,1,HY,0.8,0.8,1.2,1.2,0.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.044303797,C
WAT,Conventional Hydroelectric,11208,2,HY,0.8,0.8,1.2,1.2,0.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.044303797,C
WAT,Conventional Hydroelectric,11208,1,HY,10.1,0.8,8.6,8.6,0.1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.550632911,B
WAT,Conventional Hydroelectric,13402,3P,HY,27.3,0.99,27.3,27.3,5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.683544304,B
WAT,Conventional Hydroelectric,13935,1,HY,10,0.9,11,8.5,1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.529535865,B
WAT,Conventional Hydroelectric,11208,2,HY,2.8,0.8,2.5,2.5,0.5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.272151899,B
WAT,Conventional Hydroelectric,13935,1,HY,8.5,0.9,9,8,1,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.506329114,B
